id,metro_region,lat,long
IN/SHD,Shahdol,23.283333,81.35
IN/SJN,Shahjahanpur,27.883333,79.916664
IN/SHJ,Shajapur,23.433332,76.26667
IN/SH2,Shamli,29.45,77.316666
IN/HIR,SHB ICD/Surat,21.15,72.816666
IN/SHE,Sheopur,22.666666,76.7
IN/NTL,Sherathang Lcs,27.35,88.6
IN/SRI,Shertallai,9.7,76.333336
IN/SMK,Shimoga,13.916667,75.566666
IN/SHU,Shirur,19.383333,74.63333
IN/SHV,Shivpuri,25.433332,77.65
IN/SHR,Sholinghur,13.116667,79.416664
IN/SHN,Shopian,33.716667,74.816666
IN/SIB,Sibsagar,26.983334,94.63333
IN/HDD,Sidcul Icd/Pantnagar,29.05,79.51667
IN/SAP,Siddapur,12.3,75.86667
IN/SDD,Siddharthnagar,27.25,83.0
IN/SID,Sidhi,24.383333,81.86667
IN/SHO,Sihor,25.683332,78.11667
IN/SIK,Sika,22.433332,69.833336
IN/SKR,Sikar,27.616667,75.15
IN/SKK,Sikkim,27.316668,88.61667
IN/STF,Sikta Lcs,27.05,84.1
IN/SIL,Siliguri,26.716667,88.416664
IN/SIV,Silvassa,20.266666,73.01667
IN/SIN,Sindhudurg,16.366667,74.25
IN/SIR,Singanallur,11.0,77.0
IN/SLI,Singrauli,24.2,82.666664
IN/NKI,Sinnar,19.85,74.0
IN/HSI,SIPC SEZ/Krishnagiri,12.533334,78.23333
IN/VLR,SIPC SEZ/Vellore,12.933333,79.13333
IN/TEN,Sipcot-Gangaikondan-SEZ/Tirunelveli,8.733334,77.7
IN/CJS,Sipcot-Hi-Tech-SEZ/Sriperumbudur,12.966666,79.933334
IN/CJO,Sipcot-Hi-Tech-SEZ-Oragadam/Sriperumbudur,12.966666,79.933334
IN/PYS,Sipcot-SEZ/Erode,11.35,77.73333
IN/CSP,SIPL SEZ/Kancheepuram,12.833333,79.71667
IN/PSI,SIPL SEZ/Pune,18.533333,73.86667
IN/SIO,Sirohi,24.883333,72.86667
IN/SIT,Sitapur,27.566668,80.683334
IN/STG,Sitarganj,28.933332,79.7
IN/SVK,Sivakasi,9.45,77.816666
IN/PVS,Snpip Sez/Tambaram,12.916667,80.1
IN/SKA,Sokhana,27.6,78.066666
IN/QSL,Solan,30.916666,77.11667
IN/SOL,Solapur,17.683332,75.916664
IN/SUB,Sonepur,20.85,83.833336
IN/SON,Sonipat,28.983334,77.01667
IN/SSI,South Sikkim,27.383333,88.35
IN/TBP,SPIPL SEZ/Perungalathur,12.833333,79.71667
IN/AIR,SPPL SEZ/Thane,19.2,72.96667
IN/GNS,Srehpl-SEZ/Gandhinagar,23.216667,72.683334
IN/TAS,Sri City Pvt Ltd-SEZ/Satyavedu,13.433333,79.98333
IN/MUK,Sri Muktsar Sahib,30.466667,74.5
IN/SRP,Sriperumbudur,12.966666,79.95
IN/TNS,SSL SEZ/Tuticorin,8.783334,78.13333
IN/SKN,St Kabir Nagar,26.75,83.083336
IN/KNM,Startrack,28.516666,77.53333
IN/BHS,Sterling-SEZ/Bharuch,21.7,72.96667
IN/STT,Sttpl Cfs/Dadri,28.566668,77.55
IN/SUM,Sunam,30.133333,75.8
IN/SUN,Sundargarh,22.116667,84.03333
IN/SJP,Surajpur,28.516666,77.48333
IN/STV,Surat,21.166666,72.833336
IN/CSV,SVPL SEZ/Coimbatore,11.0,76.96667
IN/PNS,SVRL SEZ/Raigad,18.983334,73.1
IN/UDI,Synefra-SEZ/Udupi,13.35,74.75
IN/TAD,Tadri,14.516666,74.35
IN/TLG,Talegaon,18.533333,73.86667
IN/TGD,Talegaon Dabhade,18.716667,73.683334
IN/TLB,Taliparamba,12.05,75.35
IN/TAL,Talwara,31.933332,75.86667
IN/TT8,Tarn Taran,31.45,74.916664
IN/CAG,Tata Steel SEZ/Ganjam,19.383333,85.066666
IN/INT,TCS SEZ/Indore,22.716667,75.833336
IN/TBT,TCSL SEZ/Siruseri,13.083333,80.28333
IN/GNT,TCS-SEZ/Gandhinagar,23.216667,72.683334
IN/CBT,TDPL SEZ/Coimbatore,11.0,76.96667
IN/THN,Thane,19.2,72.96667
IN/TRV,Thiruvananthapuram (ex Trivandrum),8.483334,76.916664
IN/TVR,Thiruvarur,13.133333,79.9
IN/NTV,Thootibari Lcs,26.25,83.11667
IN/TPP,Thoppumpady,9.933333,76.25
IN/THR,Thrissur,10.516666,76.21667
IN/TCR,Tics ICD/Mathilakam,10.516666,76.21667
IN/TI3,Tihi,22.616667,75.73333
IN/TIK,Tikamgarh,24.733334,78.833336
IN/TSK,Tinsukia,27.5,95.36667
IN/MAS,TIPL SEZ/Chennai,13.083333,80.28333
IN/TCH,Tiruchengodu,11.383333,77.933334
IN/TRI,Tiruchirappalli,10.783334,78.7
IN/TUP,Tiruppur,11.083333,77.35
IN/TRU,Tirur,10.9,75.916664
IN/TRL,Tiruvallur,13.15,79.916664
IN/TVI,Tiruvannamalai,12.216666,79.066666
IN/TVT,Tondiarpet,13.116667,80.28333
IN/TON,Tonk,26.166666,75.8
IN/KTK,Toranagallu,15.2,76.683334
IN/TTP,Ttpl Cfs/Dadri,28.566668,77.55
IN/TDE,Tudiyalür,11.083333,76.95
IN/TKD,Tughlakabad,28.5,77.26667
IN/TUB,TUMB,20.166666,72.75
IN/ZUM,Tumkur,16.5,77.083336
IN/TUT,Tuticorin,8.783334,78.13333
IN/UDH,Udhampur,32.933334,75.13333
IN/UJJ,Ujjain,23.183332,75.76667
IN/UMA,Umaria,23.7,78.666664
IN/UMG,Umbergaon,20.2,72.85
IN/UNA,Una,31.483334,76.28333
IN/UNN,Unnao,26.883333,80.8
IN/URA,Uran,18.883333,72.933334
IN/BDQ,Vadodara,22.3,73.2
IN/VVK,Valasaravakkam,13.033334,80.166664
IN/ERV,Vallarpadom-SEZ/Ernakulam,9.983334,76.28333
IN/VSD,Valsad,20.633333,72.933334
IN/VPI,Vapi,20.366667,72.9
IN/VNS,Varanasi,25.333334,83.0
IN/VGM,Vasco da Gama,15.4,73.816666
IN/VSH,Vashi,19.116667,73.0
IN/MOV,VBTL-SEZ/Medak,18.033333,78.26667
IN/JHV,Vedanta SEZ/Jharsuguda,21.833334,84.01667
IN/VER,Verna,15.35,73.916664
IN/VHA,Vidisha,23.533333,77.816666
IN/VID,Vidyanagar,22.533333,72.9
IN/VIA,Vijapur,23.566668,72.75
IN/VIJ,Vijayanagar,23.983334,73.26667
IN/GWM,Vijayawada International Airport/Gannavaram,16.516666,80.61667
IN/VIL,Viluppuram,11.933333,79.48333
IN/VGH,Virudhunagar,9.583333,77.95
IN/VTZ,Visakhapatnam,17.7,83.3
IN/VSG,Visnagar,23.7,72.55
IN/VZJ,Vizhinjam,8.383333,77.0
IN/CJV,VTPL SEZ/Kancheepuram,12.833333,79.71667
IN/TEV,VVM SEZ/Tirunelveli,8.733334,77.7
IN/WAD,Wada,18.983334,73.75
IN/WAI,Wai,17.933332,73.9
IN/WKE,Wankaner,22.616667,70.96667
IN/WRA,Warangal,18.0,79.583336
IN/WAR,Warora,20.233334,79.0
IN/WAS,Washim,20.1,77.15
IN/AJE,Welspun Anjar-SEZ/Anjar,23.133333,70.01667
IN/WSS,West Sikkim,27.4,88.2
IN/KVR,WFPML-SEZ/Kovvur,17.016666,81.73333
IN/CCI,Wipro Sez/Hinjewadi,18.8,73.76667
IN/KJW,Wipro Sez/Kodathi,13.466666,78.183334
IN/BNW,Wipro SEZ/Kolkata,22.566668,88.36667
IN/VSP,Wipro Sez/Resapuvanipalem,17.733334,83.316666
IN/CHJ,WWIL ICD/Wardha,20.75,78.61667
IN/YAN,Yanam,16.733334,82.21667
IN/YVT,Yavatamal,20.4,78.13333
IN/YAV,Yavatmal,20.4,78.13333
IN/YCD,Yercaud,11.766666,78.23333
IN/ZHR,Zahirabad,17.666666,77.6
IN/ZER,Zero (Ziro),27.633333,93.833336
IN/ZIP,ZIPL-SEZ/Ahmedabad,23.033333,72.61667
IN/ZIR,Zirakpur,30.65,76.816666
IQ/ABG,Abu Gharib,31.1,46.033333
IQ/ABU,Abu Ghraib,33.283333,44.05
IQ/ADW,Ad Dawrah,33.25,44.383335
IQ/ASD,Al Asad,33.783333,42.433334
IQ/HIL,Al Hillah,32.483334,44.433334
IQ/AQY,Al Qayyarah,35.8,43.283333
IQ/TQD,Al Taqaddum,33.333332,43.583332
IQ/UZA,Al 'Uzayr,31.333334,47.416668
IQ/ZUB,Al Zuwayr,31.816668,44.9
IQ/TAL,Ali Air Base,30.933332,46.083332
IQ/ANJ,An Najaf,31.983334,44.333332
IQ/NRH,An Nasiriyah,31.033333,46.266666
IQ/ABL,Arbil,36.183334,44.0
IQ/SBA,Ash Shu'aybah,30.4,47.6
IQ/BBB,Babil,32.533333,44.416668
IQ/BGW,Baghdåd,33.333332,44.383335
IQ/BAL,Balad,34.0,44.133335
IQ/BMN,Bamerny,37.1,43.266666
IQ/BAQ,Ba'qubah,33.75,44.633335
IQ/BSH,Bashur Airfield,36.533333,44.35
IQ/MAB,Basrah Oil Terminal,29.75,48.833332
IQ/BAI,Bayji,34.916668,43.483334
IQ/CBC,Camp Bucca,30.066668,47.883335
IQ/CHA,Chamchamal,35.533333,44.816666
IQ/DQR,Dhi Qar,31.45,45.1
IQ/DHK,Duhok,37.1,43.816666
IQ/EBL,Erbil International Apt,36.233334,43.95
IQ/HAF,H1 Airfield,33.816666,41.433334
IQ/IDQ,Hasan Al Baghdadi,31.283333,46.1
IQ/IRB,Irbil,36.166668,44.0
IQ/KAB,Khan al Baghdadi,33.833332,42.55
IQ/BA4,Mafraq Ash Shuaybah,30.466667,47.65
IQ/OSM,Mosul (Ak Mawsil),36.166668,42.583332
IQ/B9T,Musayyib,32.766666,44.283333
IQ/NMA,Nahr an Nu'maniyah,30.966667,46.266666
IQ/NJF,Najaf,31.983334,44.3
IQ/NSR,Nasiriyah,31.05,46.25
IQ/NAM,New Al Muthana Air Base,33.266666,44.233334
IQ/SAF,Safwan,30.1,47.716667
IQ/SAM,Samarra',34.2,43.866665
IQ/SHT,Shaykh Hantush,32.333332,44.916668
IQ/ISU,Sulaymaniyah International Airport,35.55,45.3
IQ/TJI,Taji,33.516666,44.266666
IQ/TAF,Tal Afar,36.366665,42.45
IQ/TLL,Tallil,30.933332,46.083332
IQ/UQR,Umm Qasr Port,30.033333,47.933334
IQ/WST,Wasit,32.383335,45.216667
IQ/ZAO,Zakho,37.133335,42.7
IR/JBD,Abadeh,30.033333,52.533333
IR/ABR,Abhar,36.133335,49.216667
IR/AEU,Abu Musa,25.9,54.983334
IR/AKW,Aghajari,37.5,45.966667
IR/AHR,Ahar,38.466667,47.05
IR/LEH,Ali Shah Avaz,35.65,51.05
IR/AMP,Amir Abad Pt,36.083332,52.366665
IR/BAM,Amirabad,26.85,54.366665
IR/ARA,Arak,34.083332,49.683334
IR/PGU,Asaloyeh,27.483334,52.616665
IR/ASA,Asaluyeh,27.466667,52.6
IR/BND,Bandar Abbas,27.183332,56.266666
IR/AMD,Bandar Amirabad,36.783333,53.35
IR/BKM,Bandar Khomeini,30.433332,49.1
IR/BMR,Bandar Mashur,30.55,49.183334
IR/NEK,Bandar Neka,36.866665,53.533333
IR/BAZ,Bandar-e Anzali,37.466667,49.466667
IR/BKK,Bandar-e Emam Khomeyni,30.433332,49.1
IR/BRG,Bandar-e Gaz,36.783333,53.95
IR/BDH,Bandar-e Lengeh,26.55,54.883335
IR/MRX,Bandar-e Måh Shahr,30.533333,49.166668
IR/BPA,Bandare Parsian,27.166666,52.9
IR/BNH,Baneh,34.083332,49.416668
IR/BSM,Bisheh Kola,36.183334,53.166668
IR/BJB,Bojnurd,37.483334,57.316666
IR/BOR,Borazjan,29.25,51.2
IR/BRJ,Borujerd,33.866665,48.833332
IR/BUZ,Bushehr,28.966667,50.833332
IR/CI3,Chabahar,25.283333,60.633335
IR/DAM,Damavand,35.733334,52.05
IR/DAY,Dayyer,27.833334,51.933334
IR/DEH,Dehbid,30.616667,53.2
IR/DEF,Dezful,32.416668,48.216667
IR/DOG,Do Gharun,34.716667,60.933334
IR/ESL,Eslamshahr,35.55,51.25
IR/FR7,Fardis,35.716667,50.983334
IR/FAZ,Fasa,28.933332,53.633335
IR/FKR,Freidoon Kenar,36.7,52.55
IR/GCH,Gachsaran,30.333334,50.816666
IR/GNH,Ganaveh,30.45,50.833332
IR/GBT,Gorgan,36.9,54.4
IR/HDR,Havadarya,46.466667,24.816668
IR/IFH,Hesa,32.916668,51.55
IR/IIL,Ilam,33.583332,46.4
IR/IKA,Imam Khomeini International Apt/Tehran,35.4,51.15
IR/BIK,Imam Khomeini Pt/ Mahshahr City,30.416666,49.066666
IR/JRT,Jiroft,28.666666,57.716667
IR/DJU,Jolfa,38.916668,45.666668
IR/KAL,Kalaleh,35.583332,58.066666
IR/QKC,Karaj,35.816666,51.0
IR/KMS,Kermanshah,31.3,54.866665
IR/KSH,Kermanshah (Bakhtaran),34.3,47.05
IR/KOR,Khosrowshahr,37.933334,46.066666
IR/KHY,Khvoy,38.55,44.933334
IR/KIH,Kish Island,26.533333,54.0
IR/KAV,Kuvei,26.95,56.0
IR/LFM,Lamerd,27.366667,53.183334
IR/MLK,Malekan,34.616665,51.1
IR/QMJ,Masjed Soleyman,32.133335,49.266666
IR/MMH,Mazandaran Mahalleh,37.116665,50.233334
IR/MEB,Meybod,32.216667,54.0
IR/NKW,Nakhjavån Tappeh,37.716667,45.1
IR/NKA,Neka,36.833332,53.266666
IR/NSB,Neyshabur,36.2,58.783333
IR/NUJ,Nojeh,45.966667,38.483334
IR/OMI,Omidiyeh,30.833334,49.533333
IR/PFQ,Parsabad,39.65,47.9
IR/PYK,Payam Apt,35.783333,50.816666
IR/PSR,Piran Shahr,36.683334,45.133335
IR/QAZ,Qazvin,36.266666,50.0
IR/QUM,Qum,34.633335,50.883335
IR/SAZ,Sabzevar,33.5,48.033333
IR/SAB,Sabzevar,36.216667,57.683334
IR/AFZ,Sabzevar National,36.166668,57.583332
IR/ACP,Sahand,37.333332,46.116665
IR/SFN,Salafchegan,34.466667,50.45
IR/SRA,Sarooj Anchorage,27.733334,52.15
IR/SVH,Saveh,35.0,50.366665
IR/SEM,Semnan,35.566666,53.383335
IR/SBR,Shahid Bahonar,27.133333,56.2
IR/SRP,Shahid Rajaee Pt/Bandar Abbas,27.116667,56.066666
IR/QHK,Shahre Kord,32.283333,50.833332
IR/SEK,Shahr-e Kord,32.316666,50.85
IR/SHS,Shahriar,-5.183333396911621,119.38333
IR/SHA,Shahrud,36.416668,55.016666
IR/CYT,Soroosh (Cyrus) Terminal,29.033333,49.466667
IR/THR,Tehran,35.666668,51.416668
IR/IHR,Tilkuh (Iran Shahr),34.95,46.666668
IR/TEW,Tohid,27.816668,52.35
IR/TMB,Tombak,27.716667,52.166668
IR/UIM,Urmia,37.55,45.066666
IR/OMH,Urmieh,37.55,45.1
IR/QYS,Yasouj,30.7,51.533333
IR/YAS,Yasuj,30.65,51.583332
IR/ZAN,Zanjan,36.666668,48.466667
IR/ZVI,Zarand,30.816668,56.4
IS/ASS,Arskogssandur,65.933334,-18.366666793823242
IS/BAK,Bakkafjördur,66.03333,-14.800000190734863
IS/BOL,Bolungarvik,66.13333,-23.25
IS/BRJ,Brjánslækur,65.53333,-23.200000762939453
IS/BUD,Budardalur,65.11667,-21.766666412353516
IS/DAL,Dalvík,65.96667,-18.53333282470703
IS/DJU,Djúpivogur,64.65,-14.283333778381348
IS/FEY,Flatey,65.36667,-22.933332443237305
IS/GRB,Gardabaer,64.083336,-12.933333396911621
IS/GRE,Grenivík,65.95,-18.183332443237305
IS/GRI,Grindavík,63.833332,-22.433332443237305
IS/HNR,Hafnir,63.916668,-22.683332443237305
IS/HEL,Helguvik,64.03333,-22.549999237060547
IS/HEA,Hella,63.833332,20.4
IS/HFN,"Höfn, Hornafjørdur",64.25,-15.216666221618652
IS/HOF,Hofsós,65.9,-19.433332443237305
IS/HVK,Hólmavík,65.71667,-21.683332443237305
IS/HVE,Hveragerdi,64.0,-21.200000762939453
IS/HVO,Hvolsvöllur,63.733334,-20.233333587646484
IS/KEF,Keflavík,64.01667,-22.566667556762695
IS/KIR,Kirkjubæjarklaustur,63.783333,-18.066667556762695
IS/KOV,Kópavogur,64.1,-21.91666603088379
IS/LAN,Landeyjahöfn,61.516666,-20.116666793823242
IS/LSA,Litli Sandur,64.4,-21.450000762939453
IS/MJH,Mjoeyrarhofn,64.916664,-13.949999809265137
IS/MOS,Mosfellsbaer,64.166664,-21.71666717529297
IS/OLV,Olafsvík,64.88333,-23.71666717529297
IS/OSP,Ospakseyri,65.45,-21.433332443237305
IS/RAU,Raufarhöfn,66.45,-15.949999809265137
IS/RHA,Reykhólar,65.45,-22.200000762939453
IS/RYK,Reykjabesbaer,64.0,-22.549999237060547
IS/REY,Reykjavík,64.15,-21.950000762939453
IS/SKF,Skaftafell,64.01667,-17.0
IS/SKA,Skagaströnd,65.833336,-20.316667556762695
IS/STK,Stokkseyri,63.833332,-21.049999237060547
IS/THE,Theistareykir,65.9,-16.96666717529297
IS/VIK,Vík,63.416668,-19.016666412353516
IS/VOG,Vogar,63.983334,-22.383333206176758
IS/VPN,Vopnafjördur,65.75,-14.833333015441895
IT/AOM,Abano Terme,45.35,11.783334
IT/XYX,Abbadia a Isola,43.383335,11.2
IT/BBD,Abbadia Lariana,45.9,9.333333
IT/ABS,Abbadia San Salvatore,42.883335,11.683333
IT/Q22,Abbasanta,40.133335,8.816667
IT/GBB,Abbiate Guazzone,45.683334,8.916667
IT/ATR,Abbiategrasso,45.4,8.9
IT/AOL,Acciaroli,40.183334,15.016666
IT/AQW,Acconia Di Curinga,38.833332,16.25
IT/AC4,Acerenza,40.8,15.933333
IT/ARR,Acerra,40.95,14.366667
IT/AC2,Aci Bonaccorsi,37.6,15.116667
IT/ACL,Aci Castello,37.55,15.133333
IT/AIO,Aci Sant'Antonio,37.6,15.116667
IT/ACT,Aci Trezza,37.566666,15.166667
IT/AIL,Acilia,41.783333,12.366667
IT/AQF,Acquafredda,45.3,10.4
IT/AC5,Acqualagna,43.616665,12.666667
IT/ACU,Acquanegra Cremonese,45.133335,9.883333
IT/AUP,Acquapendente,42.733334,11.866667
IT/AQT,Acquasanta Terme,42.766666,13.4
IT/ACS,Acquasparta,42.683334,12.55
IT/AQV,Acquaviva,43.383335,11.166667
IT/OCE,Acquaviva Collecroce,41.866665,14.75
IT/ADF,Acquaviva delle Fonti,40.9,16.833334
IT/ACQ,Acquaviva Picena,42.933334,13.8
IT/ACI,Acqui Terme,44.683334,8.466666
IT/B7A,Adelfia,41.0,16.866667
IT/ZCF,Adrano,37.666668,14.833333
IT/ADM,Adrara San Martino,45.7,9.933333
IT/AS2,Adrara San Rocco,45.7,9.95
IT/ARA,Adria,45.05,12.05
IT/AFF,Affi,45.55,10.75
IT/AAZ,Agazzano,44.95,9.516666
IT/AG3,Agerola,40.633335,14.533334
IT/AGA,Agira,37.65,14.516666
IT/AGL,Agliana,43.9,11.0
IT/AT5,Agliano Terme,44.783333,8.25
IT/AGI,Agliè,45.35,7.766667
IT/NTU,Aglientu,41.083332,9.116667
IT/AGQ,Agna,45.166668,11.966666
IT/AGO,Agnadello,45.45,9.55
IT/RR9,Agnana Calabra,38.3,16.233334
IT/AG2,Agnano,43.416668,10.733334
IT/AGZ,Agnosine,45.65,10.35
IT/AOE,Agognate,45.466667,8.583333
IT/AGD,Agordo,46.283333,12.033334
IT/AOG,Agosta,41.983334,13.033334
IT/AGB,Agrate Brianza,45.566666,9.35
IT/ACN,Agrate Conturbia,45.666668,8.55
IT/AGR,Agrigento,37.316666,13.566667
IT/AGP,Agropoli,40.35,14.983334
IT/AUO,Agugliano,43.55,13.383333
IT/AGU,Agugliaro,45.316666,11.583333
IT/ACZ,Aicurzio,45.633335,9.416667
IT/AFI,Aiello del Friuli,45.866665,13.35
IT/ZCG,Airola,41.066666,14.55
IT/ALR,Airuno,45.75,9.4
IT/ZCH,Alanno,42.3,13.966666
IT/APV,Alano Di Piave,45.916668,11.866667
IT/ALS,Alassio,44.0,8.166667
IT/AL7,Alatri,41.716667,13.35
IT/LBA,Alba,44.7,8.016666
IT/ABE,Albairate,45.416668,8.933333
IT/ABL,Albano Laziale,41.733334,12.65
IT/DOD,Albaredo d'Adige,45.316666,11.266666
IT/ABO,Albareto,44.433334,9.7
IT/ABA,Albate,45.783333,9.116667
IT/EEE,Alberese,42.666668,11.1
IT/ABF,Albergo,39.066666,16.55
IT/3YZ,Alberi,44.733334,10.333333
IT/REL,Alberobello,40.783333,17.266666
IT/ABC,Albese Con Cassano,45.783333,9.15
IT/ABT,Albettone,45.35,11.583333
IT/ADT,Albiano,46.15,11.183333
IT/AMM,Albiano di Magra,44.166668,9.916667
IT/LBI,Albiate,45.65,9.25
IT/ZCQ,Albignano,45.5,9.483334
IT/ABG,Albignasego,45.333332,11.85
IT/IAG,Albina di Gaiarine,45.883335,12.5
IT/AJA,Albinea,44.616665,10.6
IT/2AB,Albinia,42.5,11.2
IT/ABI,Albiolo,45.8,8.933333
IT/AMS,Albisano,45.6,10.7
IT/ASU,Albisola Superiore,44.333332,8.5
IT/AL9,Albonese,45.3,8.7
IT/ASG,Albosaggia,46.133335,9.85
IT/ABZ,Albuzzano,45.183334,9.266666
IT/EAL,Aldeno,45.983334,11.083333
IT/ALE,Alessandria,44.9,8.6
IT/AZ7,Alezio,40.066666,18.05
IT/ZKH,Alfianello,45.266666,10.133333
IT/A8O,Alfiano Natta,45.05,8.2
IT/AFS,Alfonsine,44.5,12.05
IT/AHO,Alghero,40.55,8.316667
IT/AB5,Alice Bel Colle,44.716667,8.45
IT/ALF,Alife,41.333332,14.333333
IT/ZCJ,Alimena,37.7,14.116667
IT/AL4,Allerona,42.816666,11.966666
IT/AS6,Alliste,39.95,18.083334
IT/AVC,Alluvioni Cambiò,45.0,8.8
IT/ALM,Almè,45.733334,9.616667
IT/ZSL,Almenno San Bartolomeo,45.75,9.566667
IT/A5B,Almenno San Salvatore,45.75,9.583333
IT/TAM,Almese,45.116665,7.383333
IT/AIS,Almisano,45.416668,11.366667
IT/ALO,Alonte,45.366665,11.416667
IT/LPG,Alpago,46.116665,12.35
IT/NAN,Alpignano,45.1,7.516667
IT/ITA,Alseno,44.9,9.983334
IT/AVL,Altavilla,42.583332,13.55
IT/ZCI,Altavilla Irpina,41.0,14.783334
IT/AVM,Altavilla Monferrato,44.983334,8.366667
IT/ILL,Altavilla Silentina,40.533333,15.133333
IT/ALV,Altavilla Vicentina,45.5,11.45
IT/ECA,Alte Ceccato,45.483334,11.433333
IT/ATO,Altedo,44.666668,11.483334
IT/AL8,Altino,42.1,14.316667
IT/AMO,Altissimo,45.616665,11.233334
IT/AIV,Altivole,45.75,11.95
IT/AL3,Altomonte,39.7,16.133333
IT/APO,Altopascio,43.816666,10.666667
IT/ABD,Alzano Lombardo,45.733334,9.733334
IT/ABR,Alzate Brianza,45.766666,9.166667
IT/AMA,Amalfi,40.633335,14.6
IT/ADL,Amandola,42.983334,13.35
IT/AMT,Amantea,39.133335,16.066668
IT/AM8,Amaro,46.366665,13.083333
IT/ZCK,Amato,38.383335,16.133333
IT/ZOU,Ambra,43.383335,11.6
IT/WFV,Ambriola di Costa Serina,45.816666,9.733334
IT/AG4,Ameglia,44.066666,9.95
IT/AME,Amelia,42.55,12.416667
IT/AM7,Amorosi,41.2,14.466666
IT/AN4,Anacapri,40.55,14.216666
IT/ACP,Ancarano,42.833332,13.1
IT/ANT,Ancarano,42.833332,13.733334
IT/AOI,Ancona,43.633335,13.5
IT/XAN,Andalo,46.166668,11.0
IT/HJT,Andalo Valtellino,46.116665,9.466666
IT/AZO,Andezeno,45.016666,7.866667
IT/ADA,Andora,43.95,8.15
IT/DNA,Andorno Micca,45.6,8.05
IT/AD2,Andretta,40.933334,15.316667
IT/AN7,Andriano,46.516666,11.216666
IT/AGE,Angera,45.766666,8.566667
IT/HIA,Anghiari,43.55,12.05
IT/ANG,Angiari,45.216667,11.283334
IT/ZCN,Angri,40.733334,14.566667
IT/GZS,Anguillara Sabazia,42.083332,12.266666
IT/ANN,Annicco,45.233334,9.866667
IT/ZCP,Annone di Brianza,45.8,9.316667
IT/AEV,Annone Veneto,45.783333,12.683333
IT/ATN,Antegnate,45.483334,9.783334
IT/AN2,Antignano,44.85,8.133333
IT/APC,Anzano del Parco,45.766666,9.183333
IT/ANZ,Anzio,41.45,12.616667
IT/ADE,Anzola dell'Emilia,44.55,11.183333
IT/AOT,Aosta,45.733334,7.3333335
IT/XCC,Apecchio,43.55,12.416667
IT/APX,Apiro,43.383335,13.133333
IT/AOS,Apollosa,41.083332,14.7
IT/AG5,Appiano Gentile,45.733334,8.983334
IT/IAP,Appiano Sulla Strada del Vino,46.45,11.25
IT/APK,Appignano,43.35,13.333333
IT/6AG,Apricena,41.783333,15.45
IT/APA,Aprilia,41.6,12.65
IT/AQZ,Aquileia,45.766666,13.366667
IT/AQI,Aquino,41.483334,13.7
IT/ZCU,Aradeo,40.133335,18.133333
IT/AAN,Aragona,37.4,13.616667
IT/ATX,Arbatax,39.933334,9.7
IT/RBZ,Arbizzano,45.5,10.933333
IT/ZCR,Arborio,45.5,8.383333
IT/AAD,Arcade,45.783333,12.216666
IT/RCT,Arce,41.583332,13.566667
IT/R3E,Arcella,40.95,14.816667
IT/RFE,Arcellasco,45.8,9.233334
IT/AEO,Arcello,44.95,9.433333
IT/2C8,Arcene,45.583332,9.616667
IT/ARH,Archi,42.083332,14.383333
IT/ACD,Arcidosso,42.866665,11.533334
IT/AZR,Arcinazzo Romano,41.866665,13.1
IT/AAR,Arcisate,45.866665,8.866667
IT/ACO,Arco,45.916668,10.883333
IT/QAR,Arcola,44.116665,9.9
IT/ACE,Arcole,45.35,11.283334
IT/ARN,Arconate,45.55,8.833333
IT/ARC,Arcore,45.616665,9.316667
IT/AUV,Arcugnano,45.483334,11.55
IT/ARD,Ardea,41.6,12.533334
IT/AND,Ardenno,46.166668,9.65
IT/ADS,Ardesio,45.916668,9.916667
IT/ARP,Arena Po,45.1,9.366667
IT/AZA,Arenzano,44.4,8.683333
IT/AEE,Arese,45.533333,9.083333
IT/ARL,Argelato,44.633335,11.35
IT/AGT,Argenta,44.616665,11.833333
IT/APL,Ariano Irpino,41.15,15.083333
IT/AN9,Ariano nel Polesine,44.933334,12.133333
IT/ACC,Ariccia,41.716667,12.666667
IT/AL5,Arielli,42.25,14.3
IT/AXI,Arienzo,41.016666,14.5
IT/ATA,Arma di Taggia,43.816666,7.85
IT/RND,Arnad,45.633335,7.7166667
IT/ANR,Arona,45.766666,8.566667
IT/AOO,Arosio,45.7,9.2
IT/API,Arpino,41.65,13.6
IT/AT7,Arquà Petrarca,45.266666,11.716666
IT/RQU,Arquà Polesine,45.016666,11.733334
IT/AQD,Arquata Del Tronto,42.766666,13.3
IT/ARQ,Arquata Scrivia,44.683334,8.883333
IT/AQR,Arre,45.216667,11.933333
IT/ZCM,Arrone,42.583332,12.766666
IT/AGS,Arsago Seprio,45.683334,8.716666
IT/ADG,Arsego,45.533333,11.866667
IT/ARJ,Arsiè,45.983334,11.75
IT/ART,Artegna,46.233334,13.116667
IT/BS5,Artogne,45.85,10.166667
IT/AV8,Arvier,45.7,7.1833334
IT/AZC,Arzachena,41.083332,9.383333
IT/AZ8,Arzago d'Adda,45.483334,9.566667
IT/ZVI,Asciano,43.233334,11.55
IT/ASB,Asiago,45.866665,11.5
IT/AGV,Asigliano Veneto,45.3,11.45
IT/AS7,Asigliano Vercellese,45.25,8.4
IT/CA2,Asnago,45.716667,9.083333
IT/APR,Asparetto,45.216667,11.166667
IT/AS3,Aspra,38.083332,13.5
IT/ASI,Assisi,43.066666,12.616667
